talemaade_udtryk,yes_count,option_idx,option_letter,category,definition
en pind til nogens el. nogets ligkiste,4,1,B,abstract misinterpretation,bruges for at erklære sig enig i en negativ holdning til nogen eller noget
en pind til nogens el. nogets ligkiste,4,2,C,concrete misinterpretation,en del af det træ der udgør den kiste man begraver nogen eller noget i
sidde klistret til skærmen,2,3,D,abstract misinterpretation,arbejde langvarigt og koncentreret ved en computer
krybe i et musehul,3,2,C,concrete misinterpretation,bevæge sig ind i et smalt område
krybe i et musehul,3,3,D,abstract misinterpretation,"gå i seng, især i et mindre rum; lægge sig til at sove et sted med begrænset plads"
kun en tåbe frygter ikke havet,2,1,B,concrete misinterpretation,dumme mennesker er ikke bange for havet
forslå som en skrædder i helvede,3,1,B,random definition,bryde sammen fysisk eller psykisk; ophøre (med at eksistere)
forslå som en skrædder i helvede,3,3,D,abstract misinterpretation,være til (uventet) stor nytte
det melder historien ikke noget om,2,2,C,abstract misinterpretation,bruges for at antyde at noget er løgn
have fat i den lange ende,3,2,C,random definition,"bruges hånligt og nedladende om en person der pludseligt eller nyligt har opnået høj social status, men som ikke formår at opføre sig på passende standsmæssig vis"
have fat i den lange ende,3,3,D,concrete misinterpretation,"have fat i den længste ende af noget, fx et tov"
tage nogen ved vingebenet,2,3,D,concrete misinterpretation,tage fat i nogens skulder
prinsen på den hvide hest,2,1,B,abstract misinterpretation,"noget godt der befinder sig på toppen af noget andet godt, fx krymmel på en softice eller parmesan på en pastaret"
vælte læsset,2,3,D,abstract misinterpretation,endelig begynde på en besværlig opgave
stille sig på bagbenene,3,0,A,abstract misinterpretation,være oppe at køre; virkelig glæde sig over noget
stille sig på bagbenene,3,1,B,concrete misinterpretation,kun have vægten på de to bagerste ben -- om et dyr med fire ben
slag i bolledejen,3,1,B,random definition,"når man ikke vil lytte til andres råd, må man selv bære de ubehagelige konsekvenser"
slag i bolledejen,3,3,D,abstract misinterpretation,stort postyr og aktivitet udløst af en bagatel
være en spurv i tranedans,3,1,B,abstract misinterpretation,være klodset og uelegant i sine handlinger
være en spurv i tranedans,3,2,C,concrete misinterpretation,bruges for at udtrykke at en spurv har forvildet sig ind i en gruppe traner
lukke for det varme vand,4,1,B,random definition,sige sin mening rent ud
lukke for det varme vand,4,2,C,abstract misinterpretation,afslutte en romantisk relation
lukke for det varme vand,4,3,D,concrete misinterpretation,afskære en bolig adgang til varmt vand
vente på at stegte duer skal flyve ind i munden på én,2,3,D,abstract misinterpretation,vente på at andre ordner ens problemer
sætte til vægs,4,1,B,random definition,passe på fordi noget (voldsomt) begynder eller finder sted
sætte til vægs,4,2,C,concrete misinterpretation,placere langs med eller op ad en væg
sætte til vægs,4,3,D,abstract misinterpretation,"midlertidigt afbryde en opgave, et foretagende eller lignende"
en klods om benet på nogen,3,0,A,abstract misinterpretation,noget der stikker til nogens dårlige samvittighed
en klods om benet på nogen,3,2,C,random definition,aflure nogen deres hensigter eller fremgangsmåde
hu hej vilde dyr,4,1,B,random definition,fra en ubehagelig eller uønsket situation til én der er endnu værre
hu hej vilde dyr,4,2,C,concrete misinterpretation,bruges som advarsel mod faretruende dyr
hu hej vilde dyr,4,3,D,abstract misinterpretation,"ukontrolleret og med højt energiniveau -- om begivenhed, handling ellerlign."
toppen af isbjerget,3,1,B,abstract misinterpretation,en synlig del af noget der ellers ikke kan ses
toppen af isbjerget,3,2,C,concrete misinterpretation,den del af et isbjerg der befinder sig over havets overflade
hver fugl synger med sit næb,2,3,D,abstract misinterpretation,alle mennesker har en unik stemme
når der er to torsdage i en uge,2,2,C,abstract misinterpretation,når noget har ændret sig radikalt
krig på kniven,2,0,A,random definition,være i en tilstand af stor nydelse eller stor smerte
man har et standpunkt til man tager et nyt,4,1,B,random definition,"et indirekte, men tydeligt tegn til nogen om at forholde sig på en bestemt måde eller om hvordan noget forholder sig; et tydeligt praj"
man har et standpunkt til man tager et nyt,4,2,C,concrete misinterpretation,man kan godt ændre mening
man har et standpunkt til man tager et nyt,4,3,D,abstract misinterpretation,"man kan ikke altid regne med at det der bliver sagt, er rigtigt"
være en hund efter noget,3,2,C,random definition,noget der er nyt og helt forskelligt fra det man kender til i den pågældende sammenhæng
være en hund efter noget,3,3,D,abstract misinterpretation,være ophidset og utålmodig
gøre en myg til en elefant,2,3,D,concrete misinterpretation,lyve om størrelsen på en myg
ingen kan tjene to herrer,2,2,C,concrete misinterpretation,man kan ikke arbejde for to chefer samtidig
skulle have noget ind med skeer,3,2,C,random definition,blive drænet for kræfter med en mærkbar nedgang i fysisk præstation til følge
skulle have noget ind med skeer,3,3,D,abstract misinterpretation,"være meget opmærksom på hvad man spiser og drikker, fx fordi man er kræsen eller ønsker at leve sundt"
lægge hovedet i blød,2,3,D,abstract misinterpretation,hvile sig efter at have færdiggjort en (intellektuelt krævende) arbejdsopgave
"det er mig, sagde hunden",3,0,A,random definition,"modne og ældre personer (med gråt hår) betragtet som værdifuld arbejdskraft, fx pga. deres erfaring og stabilitet"
"det er mig, sagde hunden",3,3,D,abstract misinterpretation,bruges for at udtrykke at man føler sig overset
gå op i hat og briller,3,2,C,random definition,vende rundt på meget begrænset plads; behøve meget lidt plads for at kunne manøvrere
gå op i hat og briller,3,3,D,abstract misinterpretation,være (overdrevent) forfængelig og gå op i især makeup og accessories
stå med håret i postkassen,4,0,A,random definition,"bruges for at udtrykke den opfattelse at det er bedre at tage chancer, leve livet fuldt ud og give efter for sine lyster end søge tryghed og faste rammer, også selvom man derved sætter livet på spil og risikerer at dø i en ung alder"
stå med håret i postkassen,4,1,B,abstract misinterpretation,"skjule sin lange hoved- eller ansigtsbehåring under en hat, et tørklæde eller lignende"
stå med håret i postkassen,4,2,C,concrete misinterpretation,være fanget fordi ens lange hoved- eller ansigtsbehåring sidder fast i en postkasses sprække
smile i skægget,3,0,A,random definition,gang i noget der har voldt besvær eller været et problem
smile i skægget,3,1,B,abstract misinterpretation,have det roligt og hyggeligt; føre sig godt tilpas
"den der graver en grav for andre, falder selv i den",2,0,A,concrete misinterpretation,før eller siden falder man ned i den grav man har gravet for en anden
lykken står den kække bi,2,1,B,concrete misinterpretation,en modig person bliver ofte lykkelig
kræve nogens hoved på et fad,2,2,C,concrete misinterpretation,kræve nogens hoved bragt til én på et fad
slå ind på en anden vej,3,0,A,concrete misinterpretation,følge en anden vej end tidligere
slå ind på en anden vej,3,1,B,abstract misinterpretation,handle anderledes end man er blevet rådet til
støbe kuglerne,2,1,B,random definition,der dukkede pludselige eller uforudsete forhindringer op
"når katten er ude, spiller musene på bordet",2,1,B,abstract misinterpretation,"når der ikke umiddelbart er tegn på fare, kan man godt tillade sig at slappe af"
stirre sig blind på noget,2,3,D,concrete misinterpretation,se så længe på noget (fx Solen) at man kortvarigt mister synet
der er løbet meget vand i stranden siden ..,2,2,C,abstract misinterpretation,mennesker ændrer sig over tid
slå til skaglerne,2,1,B,abstract misinterpretation,skubbe til noget så det vælter
vende og dreje hver femøre,3,0,A,abstract misinterpretation,være meget nærig; overveje sit pengeforbrug meget nøje
vende og dreje hver femøre,3,2,C,concrete misinterpretation,vende og dreje hver mønt man har
proppe noget ned i halsen på nogen,2,0,A,abstract misinterpretation,overtale nogen til at gøre noget de ikke har lyst til
tale for sin syge moster,3,0,A,random definition,"være i en tilstand præget af forvirring, ophidselse, travlhed eller hektisk aktivitet"
tale for sin syge moster,3,3,D,abstract misinterpretation,tale på en måde der er komplet uforståelig for andre; vrøvle
til den store guldmedalje,3,0,A,abstract misinterpretation,i rigelige mængder; i overmål
til den store guldmedalje,3,2,C,random definition,"hvis man gør andre en tjeneste, kan man forvente at de gør gengæld en anden gang"
kaste under bussen,2,3,D,abstract misinterpretation,smide ud eller forkaste
holde næsen i plovfuren,2,3,D,abstract misinterpretation,"sniffe et euforiserende og vanedannende stof, fx kokain, amfetamin eller lightergas"
stampe op af jorden,2,1,B,concrete misinterpretation,stampe med fødderne rundt om en genstand så den lidt efter lidt slipper jordunderlaget
et greb i lommen,2,2,C,random definition,"bruges for at udtrykke at det nogen svarer, ikke har noget med spørgsmålet at gøre og således ikke giver nogen mening"
smide gode penge efter dårlige,3,1,B,abstract misinterpretation,af følelsesmæssige årsager fortsætte med at reparere noget der burde udskiftes
smide gode penge efter dårlige,3,2,C,concrete misinterpretation,betale redeligt for at forbedre dårligt udført sort arbejde
piben får en anden lyd,3,1,B,random definition,"af alle kræfter; på en indædt, beslutsom eller meget energisk måde"
piben får en anden lyd,3,2,C,abstract misinterpretation,"nogen holder op med at ryge tobak, især cigaretter"
spille på flere heste,2,1,B,abstract misinterpretation,ses romantisk med flere personer på én gang
ikke syv vilde heste kan ..,2,2,C,concrete misinterpretation,syv vilde heste har ikke evnerne til at ..
"den enes død, den andens brød",2,3,D,abstract misinterpretation,alle levende væsener indgår i livets og dødens evige kredsløb
